Object/Action_1,Object/Action_2,ActionUsedFor,HasProperty,AssociatedWith,Affordance,AtLocation,LocatedNear,CreatedBy,Action
pasta,taste,0,0,0,1,0,0,0,1.0
tin,rack:drying,0,0,1,0,0,1,0,0.0
top:kitchen,clean,0,0,0,1,0,0,0,1.0
knife,leave,0,0,0,1,0,0,0,1.0
plate,pick,0,0,0,1,0,0,0,1.0
package,meat,0,0,1,0,0,1,0,0.0
packet,look-at,0,0,0,1,0,0,0,1.0
cucumber,knife,0,0,1,0,0,1,0,0.0
bin,pick-up,0,0,0,1,0,0,0,1.0
press,jar,0,0,1,0,0,1,0,0.0
jar:honey,close,0,0,0,1,0,0,0,1.0
spoon,take,0,0,0,1,0,0,0,1.0
dish,open,0,0,0,1,0,0,0,1.0
piece:onion,pick-up,0,0,0,1,0,0,0,1.0
thigh:chicken,chunk,0,0,1,0,0,1,0,0.0
sugar,sauce,0,0,1,0,0,1,0,0.0
peeler:potato,lather,0,0,0,1,0,0,0,1.0
tortilla,board:serving,0,0,1,0,0,1,0,0.0
leaf:basil,spread,0,0,0,1,0,0,0,1.0
fridge,box,0,0,1,0,0,1,0,0.0
glass,water,0,0,1,0,0,1,0,0.0
spoon,plate,0,0,1,0,0,1,0,0.0
salad,remove,0,0,0,1,0,0,0,1.0
paste,get,0,0,0,1,0,0,0,1.0
chilli,fridge,0,0,1,0,0,1,0,0.0
food,tupperware,0,0,1,0,0,1,0,0.0
grater,rinse,0,0,0,1,0,0,0,1.0
scissors,pull-out,0,0,0,1,0,0,0,1.0
shelf,wash,0,0,0,1,0,0,0,1.0
tomato,scrape,0,0,0,1,0,0,0,1.0
oven,switch-on,0,0,0,1,0,0,0,1.0
knife:fork,plate,0,0,1,0,0,1,0,0.0
piece:salad,pick-up,0,0,0,1,0,0,0,1.0
smoothie,glass,0,0,1,0,0,1,0,0.0
tofu,pat,0,0,0,1,0,0,0,1.0
egg,tomato,0,0,1,0,0,1,0,0.0
curry,fridge,0,0,1,0,0,1,0,0.0
box:lunch,grab,0,0,0,1,0,0,0,1.0
olive,return,0,0,0,1,0,0,0,1.0
carrot,drop,0,0,0,1,0,0,0,1.0
mat:sushi,wet,0,0,0,1,0,0,0,1.0
mobile,watch,0,0,0,1,0,0,0,1.0
film:cling,lime,0,0,1,0,0,1,0,0.0
water,salt,0,0,1,0,0,1,0,0.0
cream,onion,0,0,1,0,0,1,0,0.0
grinder:coffee,stop,0,0,0,1,0,0,0,1.0
machine:washing,select,0,0,0,1,0,0,0,1.0
broccoli,pick-up,0,0,0,1,0,0,0,1.0
glass,inspect,0,0,0,1,0,0,0,1.0
shell,place,0,0,0,1,0,0,0,1.0
egg,dustbin,0,0,1,0,0,1,0,0.0
container,onion,0,0,1,0,0,1,0,0.0
bottle,pour,0,0,0,1,0,0,0,1.0
onion:spring,piece:small,0,0,1,0,0,1,0,0.0
knife,tap,0,0,1,0,0,1,0,0.0
hob,pot,0,0,1,0,0,1,0,0.0
spoon,plate:cereal,0,0,1,0,0,1,0,0.0
food:cooked,get,0,0,0,1,0,0,0,1.0
board:cutting,sink,0,0,1,0,0,1,0,0.0
napkin,fork,0,0,1,0,0,1,0,0.0
freezer,bag:plastic,0,0,1,0,0,1,0,0.0
corn,wash,0,0,0,1,0,0,0,1.0
bowl,oil:olive,0,0,1,0,0,1,0,0.0
steak,paella,0,0,1,0,0,1,0,0.0
lime,put,0,0,0,1,0,0,0,1.0
pan,fraiche:creme,0,0,1,0,0,1,0,0.0
aubergine,wash,0,0,0,1,0,0,0,1.0
onion,halve,0,0,0,1,0,0,0,1.0
waste,dustbin,0,0,1,0,0,1,0,0.0
saucepan,salt,0,0,1,0,0,1,0,0.0
leaf:lettuce,take,0,0,0,1,0,0,0,1.0
bottom,mixture,0,0,1,0,0,1,0,0.0
bag,packaging,0,0,1,0,0,1,0,0.0
egg,beat,0,0,0,1,0,0,0,1.0
thing:water,knife,0,0,1,0,0,1,0,0.0
packaging:bread,close,0,0,0,1,0,0,0,1.0
spoon,drawer:close,0,0,1,0,0,1,0,0.0
tray:baking,submerge,0,0,0,1,0,0,0,1.0
rest,garlic,0,0,1,0,0,1,0,0.0
side,bin,0,0,1,0,0,1,0,0.0
pitcher,rinse,0,0,0,1,0,0,0,1.0
fridge,lime,0,0,1,0,0,1,0,0.0
stove,clothes,0,0,1,0,0,1,0,0.0
water,cup:measuring,0,0,1,0,0,1,0,0.0
bin,throw,0,0,0,1,0,0,0,1.0
teaspoon,fork,0,0,1,0,0,1,0,0.0
mixture,spoon,0,0,1,0,0,1,0,0.0
jar,dry,0,0,0,1,0,0,0,1.0
bag:new,bin,0,0,1,0,0,1,0,0.0
package,pasta,0,0,1,0,0,1,0,0.0
garni:bouquet,pan,0,0,1,0,0,1,0,0.0
container:rice,close,0,0,0,1,0,0,0,1.0
pot,hang,0,0,0,1,0,0,0,1.0
closet,open,0,0,0,1,0,0,0,1.0
sausage,drawer,0,0,1,0,0,1,0,0.0
cupboard,stock,0,0,1,0,0,1,0,0.0
glove,take-off,0,0,0,1,0,0,0,1.0
bin,throw-into,0,0,0,1,0,0,0,1.0
wine,pour,0,0,0,1,0,0,0,1.0
side,chopstick,0,0,1,0,0,1,0,0.0
bin,peeling,0,0,1,0,0,1,0,0.0
fridge,milk,0,0,1,0,0,1,0,0.0
mushroom,container,0,0,1,0,0,1,0,0.0
bowl:washing,sink,0,0,1,0,0,1,0,0.0
corn,pick-up,0,0,0,1,0,0,0,1.0
fridge,smoothie,0,0,1,0,0,1,0,0.0
soup,cucumber,0,0,1,0,0,1,0,0.0
microwave,tupperware,0,0,1,0,0,1,0,0.0
surface,clean,0,0,0,1,0,0,0,1.0
spatula,roll-out,0,0,0,1,0,0,0,1.0
bag,wash,0,0,0,1,0,0,0,1.0
film,unroll,0,0,0,1,0,0,0,1.0
cucumber,chop,0,0,0,1,0,0,0,1.0
pan,sink,0,0,1,0,0,1,0,0.0
plate,slice:bread,0,0,1,0,0,1,0,0.0
hand,shake,0,0,0,1,0,0,0,1.0
salt,meat,0,0,1,0,0,1,0,0.0
chopstick,bowl,0,0,1,0,0,1,0,0.0
peeling:carrot,gather,0,0,0,1,0,0,0,1.0
table,water,0,0,1,0,0,1,0,0.0
fridge,sauce,0,0,1,0,0,1,0,0.0
plate,aubergine,0,0,1,0,0,1,0,0.0
candle,blow-out,0,0,0,1,0,0,0,1.0
plate:new,take,0,0,0,1,0,0,0,1.0
plate,loaf,0,0,1,0,0,1,0,0.0
machine:washing,turn-off,0,0,0,1,0,0,0,1.0
lid,oil,0,0,1,0,0,1,0,0.0
kettle,switch-on,0,0,0,1,0,0,0,1.0
fish,water:hot,0,0,1,0,0,1,0,0.0
onion:spring,place,0,0,0,1,0,0,0,1.0
stove,shake-out,0,0,0,1,0,0,0,1.0
broccoli,throw,0,0,0,1,0,0,0,1.0
pan,stir,0,0,0,1,0,0,0,1.0
plate,spaghetti,0,0,1,0,0,1,0,0.0
cream,put-down,0,0,0,1,0,0,0,1.0
pan,sugar,0,0,1,0,0,1,0,0.0
bag,inspect,0,0,0,1,0,0,0,1.0
teabag,packet,0,0,1,0,0,1,0,0.0
bowl:glass,onion:spring,0,0,1,0,0,1,0,0.0
fork:paper,table,0,0,1,0,0,1,0,0.0
container,aubergine,0,0,1,0,0,1,0,0.0
container,put-down,0,0,0,1,0,0,0,1.0
pesto,spoon,0,0,0,1,0,0,0,1.0
board:cutting,cupboard,0,0,1,0,0,1,0,0.0
spoon:wooden,garlic,0,0,1,0,0,1,0,0.0
carrot,put-down,0,0,0,1,0,0,0,1.0
tomato,salt,0,0,1,0,0,1,0,0.0
bag:sandwich,patty:tuna,0,0,1,0,0,1,0,0.0
mug,drawer,0,0,1,0,0,1,0,0.0
packaging:salad,fridge,0,0,1,0,0,1,0,0.0
can,rinse,0,0,0,1,0,0,0,1.0
tortilla,open,0,0,0,1,0,0,0,1.0
pot:left,heat,0,0,1,0,0,1,0,0.0
chilli,chop-up,0,0,0,1,0,0,0,1.0
box,stock,0,0,1,0,0,1,0,0.0
patty:tuna,bag:sandwich,0,0,1,0,0,1,0,0.0
cup:coffee,put-down,0,0,0,1,0,0,0,1.0
glove:oven,take,0,0,0,1,0,0,0,1.0
thigh:chicken,trim,0,0,0,1,0,0,0,1.0
bowl,bake,0,0,0,1,0,0,0,1.0
pan,tortilla,0,0,1,0,0,1,0,0.0
spoon,mixture,0,0,1,0,0,1,0,0.0
bowl,cherry,0,0,1,0,0,1,0,0.0
slice:tamagoyaki,pick-up,0,0,0,1,0,0,0,1.0
bowl:glass,clean,0,0,0,1,0,0,0,1.0
peeling:carrot,bin,0,0,1,0,0,1,0,0.0
pot,water,0,0,1,0,0,1,0,0.0
game:board,clean-up,0,0,0,1,0,0,0,1.0
trash,open,0,0,0,1,0,0,0,1.0
salt,chicken,0,0,1,0,0,1,0,0.0
flour,bowl,0,0,1,0,0,1,0,0.0
knife,sharpen,0,0,0,1,0,0,0,1.0
bowl,water:hot,0,0,1,0,0,1,0,0.0
milk,bowl:cereal,0,0,1,0,0,1,0,0.0
paella,clean,0,0,0,1,0,0,0,1.0
candle,light,0,0,0,1,0,0,0,1.0
pan,curry,0,0,1,0,0,1,0,0.0
pasta,mesh,0,0,1,0,0,1,0,0.0
carrot,colander,0,0,1,0,0,1,0,0.0
jar,pesto,0,0,1,0,0,1,0,0.0
plate,set-down,0,0,0,1,0,0,0,1.0
lime,pick-up,0,0,0,1,0,0,0,1.0
cup,look-at,0,0,0,1,0,0,0,1.0
tray,put-on,0,0,0,1,0,0,0,1.0
brush,put-down,0,0,0,1,0,0,0,1.0
onion:chopped,spread,0,0,0,1,0,0,0,1.0
peeler:potato,grab,0,0,0,1,0,0,0,1.0
container:milk,close,0,0,0,1,0,0,0,1.0
stand:spoon,spoon,0,0,1,0,0,1,0,0.0
towel,grab,0,0,0,1,0,0,0,1.0
water,used,0,0,0,1,0,0,0,1.0
potato,fork,0,0,0,1,0,0,0,1.0
fridge,bag:cheese,0,0,1,0,0,1,0,0.0
lettuce,open,0,0,0,1,0,0,0,1.0
spoon:wooden,plate,0,0,1,0,0,1,0,0.0
chicken,bowl,0,0,1,0,0,1,0,0.0
roll:kitchen,fold,0,0,0,1,0,0,0,1.0
aubergine,throw,0,0,0,1,0,0,0,1.0
kettle,rinse,0,0,0,1,0,0,0,1.0
onion,pan:frying,0,0,1,0,0,1,0,0.0
wastebasket,close,0,0,0,1,0,0,0,1.0
salami,bread,0,0,1,0,0,1,0,0.0
pan,gravy,0,0,1,0,0,1,0,0.0
glass,carry,0,0,0,1,0,0,0,1.0
box,lid,0,0,1,0,0,1,0,0.0
pan,cupboard,0,0,1,0,0,1,0,0.0
pan,mug,0,0,1,0,0,1,0,0.0
rubbish,bag,0,0,1,0,0,1,0,0.0
part:teapot,pick-up,0,0,0,1,0,0,0,1.0
salt,bin,0,0,1,0,0,1,0,0.0
bacon,put,0,0,0,1,0,0,0,1.0
pot:pressure,side,0,0,1,0,0,1,0,0.0
kettle,check,0,0,0,1,0,0,0,1.0
water:tap,switch-off,0,0,0,1,0,0,0,1.0
utensil,put,0,0,0,1,0,0,0,1.0
beef,pull-out,0,0,0,1,0,0,0,1.0
salt,pasta,0,0,1,0,0,1,0,0.0
bin,packet:granola,0,0,1,0,0,1,0,0.0
drawer:dishwasher,open,0,0,0,1,0,0,0,1.0
hummus,take,0,0,0,1,0,0,0,1.0
bowl,lather,0,0,0,1,0,0,0,1.0
garlic,break,0,0,0,1,0,0,0,1.0
bit:food,bag,0,0,1,0,0,1,0,0.0
plastic,cucumber,0,0,1,0,0,1,0,0.0
potato,test,0,0,0,1,0,0,0,1.0
tomato,tupperware,0,0,1,0,0,1,0,0.0
saucepan,rack:drying,0,0,1,0,0,1,0,0.0
cereal,take,0,0,0,1,0,0,0,1.0
skin:potato,cut,0,0,0,1,0,0,0,1.0
packet,yeast,0,0,1,0,0,1,0,0.0
box:coffee,teaspoon,0,0,1,0,0,1,0,0.0
cover,pot:white,0,0,1,0,0,1,0,0.0
cucumber,refrigerator,0,0,1,0,0,1,0,0.0
grinder,plug-in,0,0,0,1,0,0,0,1.0
food,drawer,0,0,1,0,0,1,0,0.0
table,bottle:pesto,0,0,1,0,0,1,0,0.0
cereal,plate,0,0,1,0,0,1,0,0.0
cloth:table,lay,0,0,0,1,0,0,0,1.0
knife,meat,0,0,1,0,0,1,0,0.0
top,pasta,0,0,1,0,0,1,0,0.0
tray:baking,grill,0,0,1,0,0,1,0,0.0
mug,place,0,0,0,1,0,0,0,1.0
kiwi,search-for,0,0,0,1,0,0,0,1.0
top,jar:filter,0,0,1,0,0,1,0,0.0
leaf:lettuce,remove,0,0,0,1,0,0,0,1.0
phone:mobile,reduce,0,0,0,1,0,0,0,1.0
plate:paper,take,0,0,0,1,0,0,0,1.0
cream,squeeze,0,0,0,1,0,0,0,1.0
refrigerator,bottle:milk,0,0,1,0,0,1,0,0.0
hand,search,0,0,0,1,0,0,0,1.0
top:counter,throw,0,0,0,1,0,0,0,1.0
counter,put-down,0,0,0,1,0,0,0,1.0
kettle,move,0,0,0,1,0,0,0,1.0
potato,bag,0,0,1,0,0,1,0,0.0
bag,bit:food,0,0,1,0,0,1,0,0.0
mixture,bag,0,0,1,0,0,1,0,0.0
stock,take,0,0,0,1,0,0,0,1.0
rice,pour,0,0,0,1,0,0,0,1.0
mat:table,open,0,0,0,1,0,0,0,1.0
bit:plastic,throw,0,0,0,1,0,0,0,1.0
floor,drop-on,0,0,0,1,0,0,0,1.0
pan:frying,meat:minced,0,0,1,0,0,1,0,0.0
book,return,0,0,0,1,0,0,0,1.0
packaging,take,0,0,0,1,0,0,0,1.0
tray,take-out,0,0,0,1,0,0,0,1.0
water:tap,close,0,0,0,1,0,0,0,1.0
bottle,pour-out,0,0,0,1,0,0,0,1.0
bowl:processor,wipe-off,0,0,0,1,0,0,0,1.0
bread,cupboard,0,0,1,0,0,1,0,0.0
water:excess,squeeze,0,0,0,1,0,0,0,1.0
cloth:table,fold,0,0,0,1,0,0,0,1.0
flour,open,0,0,0,1,0,0,0,1.0
floor,rubbish,0,0,1,0,0,1,0,0.0
reduction:balsamic,toast,0,0,1,0,0,1,0,0.0
dishwasher,cooker:rice,0,0,1,0,0,1,0,0.0
piece:smaller,ginger,0,0,1,0,0,1,0,0.0
knife,chicken,0,0,1,0,0,1,0,0.0
knife:mincing,put,0,0,0,1,0,0,0,1.0
heat,adjust,0,0,0,1,0,0,0,1.0
flavour,spade,0,0,1,0,0,1,0,0.0
breast:chicken,salt,0,0,1,0,0,1,0,0.0
dish,dishwasher,0,0,1,0,0,1,0,0.0
peel,melon,0,0,1,0,0,1,0,0.0
pan:small,take,0,0,0,1,0,0,0,1.0
tuna,oregano,0,0,1,0,0,1,0,0.0
pot:left,bottom,0,0,1,0,0,1,0,0.0
pot:right,salt,0,0,1,0,0,1,0,0.0
mug,rice,0,0,1,0,0,1,0,0.0
bottle:milk,fridge,0,0,1,0,0,1,0,0.0
knife,roll,0,0,0,1,0,0,0,1.0
door:microwave,close,0,0,0,1,0,0,0,1.0
paneer,put-down,0,0,0,1,0,0,0,1.0
bowl,garlic,0,0,1,0,0,1,0,0.0
cheese,hold,0,0,0,1,0,0,0,1.0
bowl,cinnamon,0,0,1,0,0,1,0,0.0
freezer,bread,0,0,1,0,0,1,0,0.0
cutlery,lather,0,0,0,1,0,0,0,1.0
chicken,open,0,0,0,1,0,0,0,1.0
celery,put-down,0,0,0,1,0,0,0,1.0
burger:tuna,flip,0,0,0,1,0,0,0,1.0
bag,noodle:instant,0,0,1,0,0,1,0,0.0
garlic,get,0,0,0,1,0,0,0,1.0
envelope:oregano,pick-up,0,0,0,1,0,0,0,1.0
wrapper,pick-up,0,0,0,1,0,0,0,1.0
dishcloth,washing:dish,0,0,1,0,0,1,0,0.0
drawer,put,0,0,0,1,0,0,0,1.0
basil,take,0,0,0,1,0,0,0,1.0
stopper,replace,0,0,0,1,0,0,0,1.0
butter,lid,0,0,1,0,0,1,0,0.0
cloth:table,unfold,0,0,0,1,0,0,0,1.0
rack:drying,scissors,0,0,1,0,0,1,0,0.0
bowl,glass,0,0,1,0,0,1,0,0.0
tortilla,salsa,0,0,1,0,0,1,0,0.0
cilantro,trash,0,0,1,0,0,1,0,0.0
egg,box:egg,0,0,1,0,0,1,0,0.0
utensil,pick-up,0,0,0,1,0,0,0,1.0
oil,pan,0,0,1,0,0,1,0,0.0
hand,used,0,0,0,1,0,0,0,1.0
chopstick,side,0,0,1,0,0,1,0,0.0
glove:oven,remove,0,0,0,1,0,0,0,1.0
packaging,rinse,0,0,0,1,0,0,0,1.0
tongs,put,0,0,0,1,0,0,0,1.0
scale,fish,0,0,1,0,0,1,0,0.0
glass,sink,0,0,1,0,0,1,0,0.0
tap,pan,0,0,1,0,0,1,0,0.0
gas,turn-off,0,0,0,1,0,0,0,1.0
bag:plastic,place,0,0,0,1,0,0,0,1.0
jar:honey,put-down,0,0,0,1,0,0,0,1.0
carafe,insert,0,0,0,1,0,0,0,1.0
knife,stand,0,0,1,0,0,1,0,0.0
skin,knife,0,0,1,0,0,1,0,0.0
filter:water,get,0,0,0,1,0,0,0,1.0
carrot,water,0,0,1,0,0,1,0,0.0
egg,poke,0,0,0,1,0,0,0,1.0
piece:lime,pick-up,0,0,0,1,0,0,0,1.0
sauce,place,0,0,0,1,0,0,0,1.0
rest,broccoli,0,0,1,0,0,1,0,0.0
container:sugar,close,0,0,0,1,0,0,0,1.0
bowl,top:counter,0,0,1,0,0,1,0,0.0
heat:right,pot,0,0,1,0,0,1,0,0.0
leaf:spinach,place,0,0,0,1,0,0,0,1.0
tuna,eat,0,0,0,1,0,0,0,1.0
pot,spade,0,0,1,0,0,1,0,0.0
cup:coffee,water,0,0,1,0,0,1,0,0.0
potato,counter,0,0,1,0,0,1,0,0.0
pot,noodle:instant,0,0,1,0,0,1,0,0.0
bag,air,0,0,1,0,0,1,0,0.0
band:rubber,onion:spring,0,0,1,0,0,1,0,0.0
instruction,look-at,0,0,0,1,0,0,0,1.0
machine:coffee,open,0,0,0,1,0,0,0,1.0
bin,top,0,0,1,0,0,1,0,0.0
machine:washing,turn-on,0,0,0,1,0,0,0,1.0
pan:frying,take,0,0,0,1,0,0,0,1.0
holder:filter,lather,0,0,0,1,0,0,0,1.0
pasta,drain,0,0,0,1,0,0,0,1.0
bag,rubbish,0,0,1,0,0,1,0,0.0
cabinet,move,0,0,0,1,0,0,0,1.0
water:remove,cloth:cleaning,0,0,1,0,0,1,0,0.0
onion,slice-up,0,0,0,1,0,0,0,1.0
pan,drainer,0,0,1,0,0,1,0,0.0
strainer,mesh,0,0,1,0,0,1,0,0.0
sauce,container,0,0,1,0,0,1,0,0.0
cucumber,tupperware,0,0,1,0,0,1,0,0.0
colander,corn,0,0,1,0,0,1,0,0.0
bowl,grab,0,0,0,1,0,0,0,1.0
bag:garlic,open,0,0,0,1,0,0,0,1.0
waste,shake,0,0,0,1,0,0,0,1.0
oven,cloth,0,0,1,0,0,1,0,0.0
rosemary,sprinkle,0,0,0,1,0,0,0,1.0
glove,put,0,0,0,1,0,0,0,1.0
bag:cereal,take,0,0,0,1,0,0,0,1.0
kitchen,wash,0,0,0,1,0,0,0,1.0
pepper,meat:minced,0,0,1,0,0,1,0,0.0
fish,flour,0,0,1,0,0,1,0,0.0
cupboard,olive,0,0,1,0,0,1,0,0.0
meat:minced,put-on,0,0,0,1,0,0,0,1.0
degreaser,take,0,0,0,1,0,0,0,1.0
potato,slice-off,0,0,0,1,0,0,0,1.0
knife,cheese,0,0,1,0,0,1,0,0.0
tongs,wash,0,0,0,1,0,0,0,1.0
water,fill-up,0,0,0,1,0,0,0,1.0
mixture,oil:olive,0,0,1,0,0,1,0,0.0
oil:olive,pot,0,0,1,0,0,1,0,0.0
side,fork,0,0,1,0,0,1,0,0.0
salad,bread,0,0,1,0,0,1,0,0.0
colander,squash,0,0,1,0,0,1,0,0.0
sink:empty,hold,0,0,0,1,0,0,0,1.0
microwave,place,0,0,0,1,0,0,0,1.0
parsley,wash,0,0,0,1,0,0,0,1.0
cloth:cleaning,water:remove,0,0,1,0,0,1,0,0.0
pan,mushroom,0,0,1,0,0,1,0,0.0
bin,salad,0,0,1,0,0,1,0,0.0
glass,cupboard,0,0,1,0,0,1,0,0.0
onion,take,0,0,0,1,0,0,0,1.0
scale,pick-up,0,0,0,1,0,0,0,1.0
water,place,0,0,0,1,0,0,0,1.0
powder:chilli,take,0,0,0,1,0,0,0,1.0
bread,freezer,0,0,1,0,0,1,0,0.0
filter,place,0,0,0,1,0,0,0,1.0
drawer,cup,0,0,1,0,0,1,0,0.0
drawer,pick-up,0,0,0,1,0,0,0,1.0
grass:lemon,pour-out,0,0,0,1,0,0,0,1.0
pan:frying,rinse,0,0,0,1,0,0,0,1.0
oil:sesame,pan,0,0,1,0,0,1,0,0.0
liquid,place,0,0,0,1,0,0,0,1.0
cheese,sauce,0,0,1,0,0,1,0,0.0
egg,salt,0,0,1,0,0,1,0,0.0
glove,oven,0,0,1,0,0,1,0,0.0
food,pot,0,0,1,0,0,1,0,0.0
rice,get,0,0,0,1,0,0,0,1.0
packaging,remove,0,0,0,1,0,0,0,1.0
pestle,onion,0,0,1,0,0,1,0,0.0
mug,take,0,0,0,1,0,0,0,1.0
silverware,lather,0,0,0,1,0,0,0,1.0
seal,milk,0,0,1,0,0,1,0,0.0
filter:water,water,0,0,1,0,0,1,0,0.0
tongs,pick-up,0,0,0,1,0,0,0,1.0
tomato,piece:small,0,0,1,0,0,1,0,0.0
apron,get,0,0,0,1,0,0,0,1.0
olive,slice,0,0,0,1,0,0,0,1.0
shaker:pepper,put-back,0,0,0,1,0,0,0,1.0
side,mixture:food,0,0,1,0,0,1,0,0.0
bag:nut,get,0,0,0,1,0,0,0,1.0
peeling,bin,0,0,1,0,0,1,0,0.0
tomato,oil:olive,0,0,1,0,0,1,0,0.0
bag:mozzarella,take,0,0,0,1,0,0,0,1.0
bottom,sprout,0,0,1,0,0,1,0,0.0
egg,choose,0,0,0,1,0,0,0,1.0
fridge,salami,0,0,1,0,0,1,0,0.0
mug,plate,0,0,1,0,0,1,0,0.0
cupboard,tablecloth,0,0,1,0,0,1,0,0.0
knife,rub,0,0,0,1,0,0,0,1.0
chair,end,0,0,0,1,0,0,0,1.0
bag,tortilla,0,0,1,0,0,1,0,0.0
sauce,pot,0,0,1,0,0,1,0,0.0
opener:can,take,0,0,0,1,0,0,0,1.0
oregano,sprinkle,0,0,0,1,0,0,0,1.0
garbage,bin:trash,0,0,1,0,0,1,0,0.0
sink,bowl:glass,0,0,1,0,0,1,0,0.0
banana,cut,0,0,0,1,0,0,0,1.0
bowl:salad,pose,0,0,0,1,0,0,0,1.0
cutlery,grab,0,0,0,1,0,0,0,1.0
cover,close,0,0,0,1,0,0,0,1.0
microwave,turn-on,0,0,0,1,0,0,0,1.0
sponge,put-on,0,0,0,1,0,0,0,1.0
water,rice,0,0,1,0,0,1,0,0.0
pot,sink,0,0,1,0,0,1,0,0.0
sauce:tomato,pan:frying,0,0,1,0,0,1,0,0.0
top:table,cloth,0,0,1,0,0,1,0,0.0
bag:new,bag,0,0,1,0,0,1,0,0.0
yeast,packet,0,0,1,0,0,1,0,0.0
water,turn-on,0,0,0,1,0,0,0,1.0
spoon,tap,0,0,1,1,0,1,0,1.0
light,adjust,0,0,0,1,0,0,0,1.0
bag,bag:new,0,0,1,0,0,1,0,0.0
onion,rinse,0,0,0,1,0,0,0,1.0
dishwasher,start,0,0,0,1,0,0,0,1.0
degreaser,spray,0,0,0,1,0,0,0,1.0
pan:frying,move,0,0,0,1,0,0,0,1.0
pot,stir,0,0,0,1,0,0,0,1.0
hand,oil:olive,0,0,1,0,0,1,0,0.0
cucumber:chopped,plate,0,0,1,0,0,1,0,0.0
oil:olive,take,0,0,0,1,0,0,0,1.0
top,cafetiere,0,0,1,0,0,1,0,0.0
washing,bowl,0,0,1,0,0,1,0,0.0
pepper,take,0,0,0,1,0,0,0,1.0
juice,grab,0,0,0,1,0,0,0,1.0
saucepan,rice,0,0,1,0,0,1,0,0.0
sugar,close,0,0,0,1,0,0,0,1.0
sponge,grab,0,0,0,1,0,0,0,1.0
skimmer,potato,0,0,1,0,0,1,0,0.0
cob:corn,take-out,0,0,0,1,0,0,0,1.0
raisin,cupboard,0,0,1,0,0,1,0,0.0
pot:teapot,put,0,0,0,1,0,0,0,1.0
spoon,table,0,0,1,0,0,1,0,0.0
bag,milk:soy,0,0,1,0,0,1,0,0.0
dishwasher,tablet,0,0,1,0,0,1,0,0.0
glove,pick-up,0,0,0,1,0,0,0,1.0
bag,cupboard,0,0,1,0,0,1,0,0.0
bowl:glass,soup,0,0,1,0,0,1,0,0.0
bin:food,chicken,0,0,1,0,0,1,0,0.0
heart:tomato,bin,0,0,1,0,0,1,0,0.0
cup,shake,0,0,0,1,0,0,0,1.0
vinegar:rice,pour,0,0,0,1,0,0,0,1.0
bag,fold,0,0,0,1,0,0,0,1.0
part,cut-off,0,0,0,1,0,0,0,1.0
water,cup:coffee,0,0,1,0,0,1,0,0.0
water,boil,0,0,0,1,0,0,0,1.0
board,get,0,0,0,1,0,0,0,1.0
oat,pancake:oat,0,0,1,0,0,1,0,0.0
pan,powder:curry,0,0,1,0,0,1,0,0.0
pot:tea,kettle,0,0,1,0,0,1,0,0.0
meat,oregano,0,0,1,0,0,1,0,0.0
foil,rip,0,0,0,1,0,0,0,1.0
bowl:cherry,counter,0,0,1,0,0,1,0,0.0
food,take,0,0,0,1,0,0,0,1.0
shelf,bowl,0,0,1,0,0,1,0,0.0
refrigerator,packet:cookie,0,0,1,0,0,1,0,0.0
peach,take-out,0,0,0,1,0,0,0,1.0
short:boxer,hang,0,0,0,1,0,0,0,1.0
water,pot,0,0,1,0,0,1,0,0.0
soap:dishwasher,place,0,0,0,1,0,0,0,1.0
slice:potato,chunk,0,0,1,0,0,1,0,0.0
bag:plastic,take,0,0,0,1,0,0,0,1.0
bowl:glass,water:more,0,0,1,0,0,1,0,0.0
rice,water,0,0,1,0,0,1,0,0.0
mustard,jar,0,0,1,0,0,1,0,0.0
hob,wipe,0,0,0,1,0,0,0,1.0
pan,wine:red,0,0,1,0,0,1,0,0.0
food,plate,0,0,1,0,0,1,0,0.0
vegetable,take,0,0,0,1,0,0,0,1.0
dish:pie,base:dish,0,0,1,0,0,1,0,0.0
onion,move,0,0,0,1,0,0,0,1.0
oil,pour,0,0,0,1,0,0,0,1.0
olive:own,container,0,0,1,0,0,1,0,0.0
door:washing,washing,0,0,1,0,0,1,0,0.0
sink,cardboard,0,0,1,0,0,1,0,0.0
plug,bin,0,0,1,0,0,1,0,0.0
mixture,patty,0,0,1,0,0,1,0,0.0
sink,place-into,0,0,0,1,0,0,0,1.0
salad,chicken,0,0,1,0,0,1,0,0.0
package,sauce,0,0,1,0,0,1,0,0.0
tablet:dishwasher,pick-up,0,0,0,1,0,0,0,1.0
bin,fill,0,0,0,1,0,0,0,1.0
tomato,container,0,0,1,0,0,1,0,0.0
floor,remove-from,0,0,0,1,0,0,0,1.0
pesto,container,0,0,1,0,0,1,0,0.0
support,move,0,0,0,1,0,0,0,1.0
chilli,saucepan,0,0,1,0,0,1,0,0.0
lid,put,0,0,0,1,0,0,0,1.0
pot,cupboard,0,0,1,0,0,1,0,0.0
bin,open,0,0,0,1,0,0,0,1.0
dough,mushroom,0,0,1,0,0,1,0,0.0
skin:onion,onion:spring,0,0,1,0,0,1,0,0.0
meat:minced,divide,0,0,0,1,0,0,0,1.0
sun,tomato:dried,0,0,1,0,0,1,0,0.0
geographic:national,read,0,0,0,1,0,0,0,1.0
sink,close,0,0,0,1,0,0,0,1.0
