Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
oil,door,0,0,0,0,0,0,0,1
water:tap,switch-off,1,0,0,1,0,0,0,0
dishwasher,lid,0,0,0,0,0,0,0,1
lid,rinse,1,0,0,1,0,0,0,0
pepper:bell,take-out,1,0,0,1,0,0,0,0
potato:baby,get,1,0,0,1,0,0,0,0
spoon,shelf:dish,0,0,0,0,0,0,0,1
bowl:sugar,put-down,1,0,0,1,0,0,0,0
finger,remove,1,0,0,1,0,0,0,0
table,tortilla,0,0,0,0,0,0,0,1
pan:fry,cupboard,0,0,0,0,0,0,0,1
package:mozzarella,open,1,0,0,1,0,0,0,0
cloth,pick-up,1,0,0,1,0,0,0,0
pizza,onion,0,0,0,0,0,0,0,1
pan:rolling,roll:kitchen,0,0,0,0,0,0,0,1
sponge,grab,1,0,0,1,0,0,0,0
bacon,heat,1,0,0,1,0,0,0,0
tomato,get,1,0,0,1,0,0,0,0
ginger,bowl,0,0,0,0,0,0,0,1
carrot,box,0,0,0,0,0,0,0,1
pan,pepper,0,0,0,0,0,0,0,1
pan:frying,paste:tomato,0,0,0,0,0,0,0,1
rack,spatula,0,0,0,0,0,0,0,1
chorizo,cook,1,0,0,1,0,0,0,0
filter,remove,1,0,0,1,0,0,0,0
pan:frying,rag,0,0,0,0,0,0,0,1
bottle,take,1,0,0,1,0,0,0,0
packet:cookie,refrigerator,0,0,0,0,0,0,0,1
rack:drying,knife,0,0,0,0,0,0,0,1
plastic,cucumber,0,0,0,0,0,0,0,1
teaspoon,drawer,0,0,0,0,0,0,0,1
strainer,rinse,1,0,0,1,0,0,0,0
seal,milk,0,0,0,0,0,0,0,1
milk,take-out,1,0,0,1,0,0,0,0
garbage,get,1,0,0,1,0,0,0,0
onion,rinse,1,0,0,1,0,0,0,0
meat,onion,0,0,0,0,0,0,0,1
tap,turn-of,1,0,0,1,0,0,0,0
piece:meat,hand,0,0,0,0,0,0,0,1
dish,ladle,0,0,0,0,0,0,0,1
tap,take-out,1,0,0,1,0,0,0,0
cover,pot:right,0,0,0,0,0,0,0,1
board:chopping,broccoli,0,0,0,0,0,0,0,1
tupperware,prepare,1,0,0,1,0,0,0,0
cob:corn,move,1,0,0,1,0,0,0,0
dumpling,pot,0,0,0,0,0,0,0,1
mozzarella,dough,0,0,0,0,0,0,0,1
pot,lid,0,0,0,0,0,0,0,1
milk:soy,bag,0,0,0,0,0,0,0,1
top,rack:drying,0,0,0,0,0,0,0,1
onion,sprinkle,1,0,0,1,0,0,0,0
package:tortilla,tortilla,0,0,0,0,0,0,0,1
tap:water,open,1,0,0,1,0,0,0,0
milk:soya,open,1,0,0,1,0,0,0,0
salad,oil:olive,0,0,0,0,0,0,0,1
blueberry,table,0,0,0,0,0,0,0,1
lid,get,1,0,0,1,0,0,0,0
salad:more,get,1,0,0,1,0,0,0,0
bottle:milk,table,0,0,0,0,0,0,0,1
cap,place-back,1,0,0,1,0,0,0,0
stand,kettle,0,0,0,0,0,0,0,1
machine:coffee,close,1,0,0,1,0,0,0,0
salt,salad,0,0,0,0,0,0,0,1
cupboard,tupperware,0,0,0,0,0,0,0,1
apron,put,1,0,0,1,0,0,0,0
skin,throw,1,0,0,1,0,0,0,0
glass:milk,table,0,0,0,0,0,0,0,1
water,mix,1,0,0,1,0,0,0,0
tortilla,board:serving,0,0,0,0,0,0,0,1
onion,peel,1,0,0,1,0,0,0,1
milk:soy,shake,1,0,0,1,0,0,0,0
board:chopping,drainer,0,0,0,0,0,0,0,1
mushroom,open,1,0,0,1,0,0,0,0
fridge,hummus,0,0,0,0,0,0,0,1
squash,take,1,0,0,1,0,0,0,0
jar,tomato:dried,0,0,0,0,0,0,0,1
holder:filter,rotate,1,0,0,1,0,0,0,0
cream,bacon,0,0,0,0,0,0,0,1
pizza,paper,0,0,0,0,0,0,0,1
fridge,lime,0,0,0,0,0,0,0,1
kettle,close,1,0,0,1,0,0,0,0
kettle,switch-on,1,0,0,1,0,0,0,0
strainer,get,1,0,0,1,0,0,0,0
lettuce,pick-up,1,0,0,1,0,0,0,0
water,turn,1,0,0,1,0,0,0,0
risotto,spoon,1,0,0,1,0,0,0,0
bag,cereal,0,0,0,0,0,0,0,1
plate,loaf,0,0,0,0,0,0,0,1
spoon,stand:spoon,0,0,0,0,0,0,0,1
tray:pizza,flip,1,0,0,1,0,0,0,0
container,put-down,1,0,0,1,0,0,0,0
kettle,fill-up,1,0,0,1,0,0,0,0
salt,bowl:glass,0,0,0,0,0,0,0,1
fork,grab,1,0,0,1,0,0,0,0
wire,move,1,0,0,1,0,0,0,0
bowl:mortar,garlic,0,0,0,0,0,0,0,1
filter:water,jar:filter,0,0,0,0,0,0,0,1
saucer,put-down,1,0,0,1,0,0,0,0
chopper:moon,take,1,0,0,1,0,0,0,0
egg:pour,do,1,0,0,1,0,0,0,0
package:sausage,close,1,0,0,1,0,0,0,0
fish,cut,1,0,0,1,0,0,0,0
liquid,plate,0,0,0,0,0,0,0,1
bin,push,1,0,0,1,0,0,0,0
lighter,place,1,0,0,1,0,0,0,0
sink,colander,0,0,0,0,0,0,0,1
cabbage,pick-up,1,0,0,1,0,0,0,0
tray:baking,scour,1,0,0,1,0,0,0,0
hand,tissue,0,0,0,0,0,0,0,1
butter,spread,1,0,0,1,0,0,0,0
water,swirl,1,0,0,1,0,0,0,0
glass,hold,1,0,0,1,0,0,0,0
top:counter,clean,1,0,0,1,0,0,0,0
jar:salt,move,1,0,0,1,0,0,0,0
counter,place-on,1,0,0,1,0,0,0,0
grass:lemon,pestle,0,0,0,0,0,0,0,1
plate,throw,1,0,0,1,0,0,0,0
bowl,close,1,0,0,1,0,0,0,0
mixture:food,spade,0,0,0,0,0,0,0,1
board:cutting,rack,0,0,0,0,0,0,0,1
scoop,put-down,1,0,0,1,0,0,0,0
almond,grab,1,0,0,1,0,0,0,0
glass,kettle,0,0,0,0,0,0,0,1
pit,pick-up,1,0,0,1,0,0,0,0
container:food,put-down,1,0,0,1,0,0,0,0
drawer,knife,0,0,0,0,0,0,0,1
bean:green,pick-up,1,0,0,1,0,0,0,0
tap,mug,0,0,0,0,0,0,0,1
oven,turn-on,1,0,0,1,0,0,0,0
pan,paneer,0,0,0,0,0,0,0,1
cupboard,bag:flour,0,0,0,0,0,0,0,1
cupboard,oil,0,0,0,0,0,0,0,1
plate,drainer,0,0,0,0,0,0,0,1
slice:onion,rest,0,0,0,0,0,0,0,1
curd:bean,chopstick,0,0,0,0,0,0,0,1
water,carrot,0,0,0,0,0,0,0,1
silverware,pick-up,1,0,0,1,0,0,0,0
mustard,cupboard,0,0,0,0,0,0,0,1
jug:measuring,pull-out,1,0,0,1,0,0,0,0
pot:coffee,put,1,0,0,1,0,0,0,0
mushroom,bowl,0,0,0,0,0,0,0,1
water,chicken,0,0,0,0,0,0,0,1
clove,bulb,0,0,0,0,0,0,0,1
bottle,nesquik,0,0,0,0,0,0,0,1
spade,mixture:powder,0,0,0,0,0,0,0,1
sink:kitchen,clean,1,0,0,1,0,0,0,0
container:tupperware,bin,0,0,0,0,0,0,0,1
bag:bin,food,0,0,0,0,0,0,0,1
saucepan,plate,0,0,0,0,0,0,0,1
herb:other,sprinkle-on,1,0,0,1,0,0,0,0
curry,tomato,0,0,0,0,0,0,0,1
package,pasta,0,0,0,0,0,0,0,1
bin,put-down,1,0,0,1,0,0,0,0
salt,rack,0,0,0,0,0,0,0,1
sugar,pan,0,0,0,0,0,0,0,1
towel,wash,1,0,0,1,0,0,0,0
plastic,recycle,0,0,0,0,0,0,0,1
chilli,put,1,0,0,1,0,0,0,0
cupboard,cereal,0,0,0,0,0,0,0,1
cherry,get,1,0,0,1,0,0,0,0
can,grab,1,0,0,1,0,0,0,0
plastic,drawer,0,0,0,0,0,0,0,1
switch,turn,1,0,0,1,0,0,0,0
short:boxer,take,1,0,0,1,0,0,0,0
water,hand:my,0,0,0,0,0,0,0,1
milk,oat,0,0,0,0,0,0,0,1
oven,right,0,0,0,0,0,0,0,1
rice,bin,0,0,0,0,0,0,0,1
spray,put-down,1,0,0,1,0,0,0,0
filter,fold,1,0,0,1,0,0,0,0
sink,garbage,0,0,0,0,0,0,0,1
tin,water,0,0,0,0,0,0,0,1
tray:baking,drain,1,0,0,1,0,0,0,0
juice:lemon,squeeze,1,0,0,1,0,0,0,0
pan:frying,egg:open,0,0,0,0,0,0,0,1
board:chopping,bin,0,0,0,0,0,0,0,1
oven,check,1,0,0,1,0,0,0,0
egg,unroll,1,0,0,1,0,0,0,0
plate:pasta,distribute,1,0,0,1,0,0,0,0
bowl,throw,1,0,0,1,0,0,0,0
skin:potato,bin,0,0,0,0,0,0,0,1
bowl:salad,fork,0,0,0,0,0,0,0,1
cucumber,slice,1,0,0,1,0,0,0,0
oil,pick-up,1,0,0,1,0,0,0,0
rice,pat,1,0,0,1,0,0,0,0
pan:baking,pick-up,1,0,0,1,0,0,0,0
pasta,spoon:wooden,0,0,0,0,0,0,0,1
cup,oven,0,0,0,0,0,0,0,1
fridge,milk,0,0,0,0,0,0,0,1
table,rest,0,0,0,0,0,0,0,1
oil:olive,open,1,0,0,1,0,0,0,0
chilli,fridge,0,0,0,0,0,0,0,1
rack:drying,saucepan,0,0,0,0,0,0,0,1
kiwi,get,1,0,0,1,0,0,0,0
clove,skin,0,0,0,0,0,0,0,1
dishwasher,close,1,0,0,1,0,0,0,0
sauce:soy,pick-up,1,0,0,1,0,0,0,0
sugar,cupboard,0,0,0,0,0,0,0,1
sauce,package,0,0,0,0,0,0,0,1
dumpling,put,1,0,0,1,0,0,0,0
flour,bowl,0,0,0,0,0,0,0,1
saucepan:small,water,0,0,0,0,0,0,0,1
mesh,sink,0,0,0,0,0,0,0,1
oil:olive,empty,1,0,0,1,0,0,0,0
spatula:wooden,refrigerator,0,0,0,0,0,0,0,1
curry,check,1,0,0,1,0,0,0,0
mixture,finger,0,0,0,0,0,0,0,1
scissors,place,1,0,0,1,0,0,0,0
table,search-for,1,0,0,1,0,0,0,0
sauce,spread,1,0,0,1,0,0,0,0
lid:box,box,0,0,0,0,0,0,0,1
degreaser,pick-up,1,0,0,1,0,0,0,0
cheese,food,0,0,0,0,0,0,0,1
bag,bag:new,0,0,0,0,0,0,0,1
water,spoon,0,0,0,0,0,0,0,1
garlic,cover:plastic,0,0,0,0,0,0,0,1
tortilla,close,1,0,0,1,0,0,0,0
knife,tomato,0,0,0,0,0,0,0,1
cup,coffee,0,0,0,0,0,0,0,1
bin:food,close,1,0,0,1,0,0,0,0
sponge,basket,0,0,0,0,0,0,0,1
powder:garlic,close,1,0,0,1,0,0,0,0
top:oven,switch-off,1,0,0,1,0,0,0,0
packet:sausage,film,0,0,0,0,0,0,0,1
bottom,cupboard,0,0,0,0,0,0,0,1
pan,top,0,0,0,0,0,0,0,1
meat:minced,take,1,0,0,1,0,0,0,0
lid,reverse,1,0,0,1,0,0,0,0
onion:spring,separate,1,0,0,1,0,0,0,0
bowl,put-in,1,0,0,1,0,0,0,0
water:actual,clothes,0,0,0,0,0,0,0,1
sauce,pan:frying,0,0,0,0,0,0,0,1
jeera,pan,0,0,0,0,0,0,0,1
bag,content,0,0,0,0,0,0,0,1
bag:pasta,instruction,0,0,0,0,0,0,0,1
paper:baking,cut,1,0,0,1,0,0,0,0
pot,close,1,0,0,1,0,0,0,0
milk,plate,0,0,0,0,0,0,0,1
bag,cupboard,0,0,0,0,0,0,0,1
fish,get,1,0,0,1,0,0,0,0
plate:top,pan,0,0,0,0,0,0,0,1
bag,ginger,0,0,0,0,0,0,0,1
wrap:plastic,place,1,0,0,1,0,0,0,0
chicken,water,0,0,0,0,0,0,0,1
whisk,drawer,0,0,0,0,0,0,0,1
filter,pick-up,1,0,0,1,0,0,0,0
board,pick-up,1,0,0,1,0,0,0,0
container,aubergine,0,0,0,0,0,0,0,1
coffee,pour,1,0,0,1,0,0,0,0
bottom,mixture,0,0,0,0,0,0,0,1
scissors,clean,1,0,0,1,0,0,0,0
squeezer:lime,dry,1,0,0,1,0,0,0,0
pot:sauce,close,1,0,0,1,0,0,0,0
brush,liquid:cleaning,0,0,0,0,0,0,0,1
egg,dish,0,0,0,0,0,0,0,1
pepper:bell,remove,1,0,0,1,0,0,0,0
cabinet,search,1,0,0,1,0,0,0,0
dough:excess,pick-up,1,0,0,1,0,0,0,0
machine:coffee,coffee,0,0,0,0,0,0,0,1
knife,hand,0,0,0,0,0,0,0,1
bag:pasta,open,1,0,0,1,0,0,0,0
fridge,olive,0,0,0,0,0,0,0,1
skin:onion,throw,1,0,0,1,0,0,0,0
tablecloth,pull-down,1,0,0,1,0,0,0,0
scoop,place,1,0,0,1,0,0,0,0
bag,potato,0,0,0,0,0,0,0,1
container:cake,close,1,0,0,1,0,0,0,0
v60,ground:coffee,0,0,0,0,0,0,0,1
mixture,check,1,0,0,1,0,0,0,0
oil,add,1,0,0,1,0,0,0,0
packaging,cup,0,0,0,0,0,0,0,1
oil:olive,bowl,0,0,0,0,0,0,0,1
pack:cheese,empty,1,0,0,1,0,0,0,0
mayonnaise,open,1,0,0,1,0,0,0,0
mozzarella,salad,0,0,0,0,0,0,0,1
garbage,tomato,0,0,0,0,0,0,0,1
cream,oil,0,0,0,0,0,0,0,1
package:cheese,close,1,0,0,1,0,0,0,0
mezzaluna,clean,1,0,0,1,0,0,0,0
oregano,open,1,0,0,1,0,0,0,0
pot:pressure,clean,1,0,0,1,0,0,0,0
rice,take,1,0,0,1,0,0,0,0
salad,dressing,0,0,0,0,0,0,0,1
bowl,bean,0,0,0,0,0,0,0,1
cupboard,pan,0,0,0,0,0,0,0,1
soap,squeeze,1,0,0,1,0,0,0,0
wok,rinse,1,0,0,1,0,0,0,0
waste,put-into,1,0,0,1,0,0,0,0
side,powder:egg,0,0,0,0,0,0,0,1
pan,test,1,0,0,1,0,0,0,0
board:chopping,take,1,0,0,1,0,0,0,0
pot,broccoli,0,0,0,0,0,0,0,1
spatula,flatten-with,1,0,0,1,0,0,0,0
pan,dough,0,0,0,0,0,0,0,1
skin:potato,take,1,0,0,1,0,0,0,0
lid,turn-on,1,0,0,1,0,0,0,0
filter:water,put,1,0,0,1,0,0,0,0
skin,take,1,0,0,1,0,0,0,0
bag,stretch,1,0,0,1,0,0,0,0
board:chopping,lettuce,0,0,0,0,0,0,0,1
bin,grape,0,0,0,0,0,0,0,1
chopstick,sprout,0,0,0,0,0,0,0,1
tomato,curry,0,0,0,0,0,0,0,1
bin,place,1,0,0,1,0,0,0,0
sweetcorn,sprinkle,1,0,0,1,0,0,0,0
spoon:wooden,grab,1,0,0,1,0,0,0,0
pot:mocha,close,1,0,0,1,0,0,0,0
chicken,cut,1,0,0,1,0,0,0,0
herb,put,1,0,0,1,0,0,0,0
glass:fruit,table,0,0,0,0,0,0,0,1
onion,pesto:cheese,0,0,0,0,0,0,0,1
bowl,bin,0,0,0,0,0,0,0,1
bit:processor,dishwasher,0,0,0,0,0,0,0,1
fridge,bottle:milk,0,0,0,0,0,0,0,1
leaf:lettuce,remove,1,0,0,1,0,0,0,0
cabinet,change,1,0,0,1,0,0,0,0
surface,pot:teapot,0,0,0,0,0,0,0,1
cilantro,tupperware,0,0,0,0,0,0,0,1
pot,drainer,0,0,0,0,0,0,0,1
cheese,pan,0,0,0,0,0,0,0,1
meat:minced,put-on,1,0,0,1,0,0,0,0
cup,take,1,0,0,1,0,0,0,0
cheese,turn,1,0,0,1,0,0,0,0
carafe,insert,1,0,0,1,0,0,0,0
strainer,tomato,0,0,0,0,0,0,0,1
potato,plate,0,0,0,0,0,0,0,1
coffee,dispose-of,1,0,0,1,0,0,0,0
steak,paella,0,0,0,0,0,0,0,1
mixture:cheese,distribute,1,0,0,1,0,0,0,0
oil,lid,0,0,0,0,0,0,0,1
system:weighing,turn-off,1,0,0,1,0,0,0,0
broccoli,pot,0,0,0,0,0,0,0,1
egg,take,1,0,0,1,0,0,0,0
potato,eat,1,0,0,1,0,0,0,0
filter:water,fill,1,0,0,1,0,0,0,0
mixture,paste,0,0,0,0,0,0,0,1
lid:teapot,teapot,0,0,0,0,0,0,0,1
heat,open,1,0,0,1,0,0,0,0
filter,fit,1,0,0,1,0,0,0,0
rocket,wash,1,0,0,1,0,0,0,0
garlic,rest,0,0,0,0,0,0,0,1
mix,salt,0,0,0,0,0,0,0,1
counter,pizza,0,0,0,0,0,0,0,1
cucumber,open,1,0,0,1,0,0,0,0
skin:squash,move,1,0,0,1,0,0,0,0
cupboard,potato,0,0,0,0,0,0,0,1
onion,container,0,0,0,0,0,0,0,1
glass,throw,1,0,0,1,0,0,0,0
pitcher,pick-up,1,0,0,1,0,0,0,0
pot:teapot,surface,0,0,0,0,0,0,0,1
bag:plastic,leek,0,0,0,0,0,0,0,1
plate,take,1,0,0,1,0,0,0,0
onion:spring,take,1,0,0,1,0,0,0,0
pot:coffee,move,1,0,0,1,0,0,0,0
stock,open,1,0,0,1,0,0,0,0
patty,pat-into,1,0,0,1,0,0,0,0
powder:washing,put-back,1,0,0,1,0,0,0,0
table,sugar,0,0,0,0,0,0,0,1
glass,drainer,0,0,0,0,0,0,0,1
machine:coffee,take,1,0,0,1,0,0,0,0
salt,put-down,1,0,0,1,0,0,0,0
powder:baking,open,1,0,0,1,0,0,0,0
pan,caper,0,0,0,0,0,0,0,1
mint,get,1,0,0,1,0,0,0,0
processor,dishwasher,0,0,0,0,0,0,0,1
olive,cupboard,0,0,0,0,0,0,0,1
bowl:processor,processor:food,0,0,0,0,0,0,0,1
potato,remove,1,0,0,1,0,0,0,0
bottle,oil,0,0,0,0,0,0,0,1
mint,stick,1,0,0,1,0,0,0,0
moka,unscrew,1,0,0,1,0,0,0,0
tupperware,dishwasher,0,0,0,0,0,0,0,1
bowl,leaf:salad,0,0,0,0,0,0,0,1
caper,pan,0,0,0,0,0,0,0,1
bin:trash,pick-up,1,0,0,1,0,0,0,0
table,bread,0,0,0,0,0,0,0,1
liquid,pick-up,1,0,0,1,0,0,0,0
mixture:food,egg,0,0,0,0,0,0,0,1
kettle,take,1,0,0,1,0,0,0,0
bottle:milk,rag,0,0,0,0,0,0,0,1
spice,salt,0,0,0,0,0,0,0,1
pith,chilli,0,0,0,0,0,0,0,1
bulb,garlic,0,0,0,0,0,0,0,1
skin,take-off,1,0,0,1,0,0,0,0
content,bag,0,0,0,0,0,0,0,1
teapot,take,1,0,0,1,0,0,0,0
skin:onion,bin,0,0,0,0,0,0,0,1
dishwasher,powder:dishing,0,0,0,0,0,0,0,1
stock,stir,1,0,0,1,0,0,0,0
chicken,rinse,1,0,0,1,0,0,0,0
fish,side,0,0,0,0,0,0,0,1
table,fork,0,0,0,0,0,0,0,1
egg,put-away,1,0,0,1,0,0,0,0
packet,box,0,0,0,0,0,0,0,1
cheese,pasta,0,0,0,0,0,0,0,1
salad,drain,1,0,0,1,0,0,0,0
box,curry:fish,0,0,0,0,0,0,0,1
sink:kitchen,get,1,0,0,1,0,0,0,0
cake,slice,1,0,0,1,0,0,0,0
side,mixture:flour,0,0,0,0,0,0,0,1
hand,stab,1,0,0,1,0,0,0,0
pan,grab,1,0,0,1,0,0,0,0
bin,water,0,0,0,0,0,0,0,1
container,dry,1,0,0,1,0,0,0,0
heater:electric,water,0,0,0,0,0,0,0,1
vinegar:rice,pour,1,0,0,1,0,0,0,0
piece:fish,check,1,0,0,1,0,0,0,0
rice,break-up,1,0,0,1,0,0,0,0
cloth,throw,1,0,0,1,0,0,0,0
milk,replace,1,0,0,1,0,0,0,0
knife,grab,1,0,0,1,0,0,0,0
power,microwave,0,0,0,0,0,0,0,1
bean:green,snap,1,0,0,1,0,0,0,0
bowl,take,1,0,0,1,0,0,0,0
tea,shelf,0,0,0,0,0,0,0,1
liquid:cleaning,take,1,0,0,1,0,0,0,0
microwave,put-in,1,0,0,1,0,0,0,0
dishwasher,dish,0,0,0,0,0,0,0,1
wrapper,tear,1,0,0,1,0,0,0,0
saucer,dry,1,0,0,1,0,0,0,0
pan:frying,meat:minced,0,0,0,0,0,0,0,1
bottle:water,fridge,0,0,0,0,0,0,0,1
saucepan,pick-up,1,0,0,1,0,0,0,0
bit:chilli,throw,1,0,0,1,0,0,0,0
pot:teapot,pick-up,1,0,0,1,0,0,0,0
fridge,grape,0,0,0,0,0,0,0,1
bowl:fruit,wash,1,0,0,1,0,0,0,0
sink,plug,0,0,0,0,0,0,0,1
melon,cut,1,0,0,1,0,0,0,0
top,adjust,1,0,0,1,0,0,0,0
bowl,lettuce,0,0,0,0,0,0,0,1
bag:flower,take,1,0,0,1,0,0,0,0
pot,bin,0,0,0,0,0,0,0,1
sponge,put-down,1,0,0,1,0,0,0,0
refrigerator,spatula:wooden,0,0,0,0,0,0,0,1
oat,put-back,1,0,0,1,0,0,0,0
fridge,bag:mozzarella,0,0,0,0,0,0,0,1
table,pack:pasta,0,0,0,0,0,0,0,1
tap,fold,1,0,0,1,0,0,0,0
pot,coffee,0,0,0,0,0,0,0,1
piece:ginger,fridge,0,0,0,0,0,0,0,1
tortilla,dish,0,0,0,0,0,0,0,1
tomato:peeled,take,1,0,0,1,0,0,0,0
plate,put-on,1,0,0,1,0,0,0,0
chicken,get,1,0,0,1,0,0,0,0
bin,rubbish,0,0,0,0,0,0,0,1
chopper:moon,put,1,0,0,1,0,0,0,0
garbage,bin:trash,0,0,0,0,0,0,0,1
tupperware,food,0,0,0,0,0,0,0,1
clothes,take,1,0,0,1,0,0,0,0
tray,pizza,0,0,0,0,0,0,0,1
salad,throw,1,0,0,1,0,0,0,0
cleaner,take,1,0,0,1,0,0,0,0
cheese,spoon,0,0,0,0,0,0,0,1
tomato:chopped,pick-up,1,0,0,1,0,0,0,0
pan,sausage,0,0,0,0,0,0,0,1
corn,unfreeze,1,0,0,1,0,0,0,0
remote,move,1,0,0,1,0,0,0,0
residue:food,remove,1,0,0,1,0,0,0,0
butter,put-down,1,0,0,1,0,0,0,0
scissors,rinse,1,0,0,1,0,0,0,0
sausage,squeeze,1,0,0,1,0,0,0,0
counter,plate,0,0,0,0,0,0,0,1
tomato,grab,1,0,0,1,0,0,0,0
hob,turn-up,1,0,0,1,0,0,0,0
spice,put,1,0,0,1,0,0,0,0
tupperware,sink,0,0,0,0,0,0,0,1
rice,pot,0,0,0,0,0,0,0,1
box,bar:cereal,0,0,0,0,0,0,0,1
aubergine,cut,1,0,0,1,0,0,0,0
pan,powder:curry,0,0,0,0,0,0,0,1
hummus,put,1,0,0,1,0,0,0,0
hand,soap:liquid,0,0,0,0,0,0,0,1
tupperware,berry,0,0,0,0,0,0,0,1
fork,plate-up,1,0,0,1,0,0,0,0
packaging,cube:stock,0,0,0,0,0,0,0,1
rest,stuff,0,0,0,0,0,0,0,1
scale,pan,0,0,0,0,0,0,0,1
onion,piece:smaller,0,0,0,0,0,0,0,1
microwave,pastry,0,0,0,0,0,0,0,1
peeler,pull-out,1,0,0,1,0,0,0,0
nutella,close,1,0,0,1,0,0,0,0
spoon,napkin,0,0,0,0,0,0,0,1
liquid,glass,0,0,0,0,0,0,0,1
bowl,put-away,1,0,0,1,0,0,0,0
pasta,dish,0,0,0,0,0,0,0,1
kiwi,check,1,0,0,1,0,0,0,0
mixture,mix-in,1,0,0,1,0,0,0,0
detergent,sponge,0,0,0,0,0,0,0,1
rest,table,0,0,0,0,0,0,0,1
pesto,pan,0,0,0,0,0,0,0,1
plate,bacon,0,0,0,0,0,0,0,1
part,pot:coffee,0,0,0,0,0,0,0,1
surface,board:chopping,0,0,0,0,0,0,0,1
skin:onion,take,1,0,0,1,0,0,0,0
dishwasher,take,1,0,0,1,0,0,0,0
hummus,fridge,0,0,0,0,0,0,0,1
skin,meat,0,0,0,0,0,0,0,1
noodle:instant,bag:plastic,0,0,0,0,0,0,0,1
nut:pine,plate,0,0,0,0,0,0,0,1
sink,top,0,0,0,0,0,0,0,1
ginger,inspect,1,0,0,1,0,0,0,0
towel,floor,0,0,0,0,0,0,0,1
box,lather,1,0,0,1,0,0,0,0
salt,place,1,0,0,1,0,0,0,0
maker:coffee,clean,1,0,0,1,0,0,0,0
tablecloth,take,1,0,0,1,0,0,0,0
top,bowl:glass,0,0,0,0,0,0,0,1
temperature:water,check,1,0,0,1,0,0,0,0
water,sponge,0,0,0,0,0,0,0,1
light,stop,1,0,0,1,0,0,0,0
tray,put,1,0,0,1,0,0,0,0
scissors,get,1,0,0,1,0,0,0,0
cookie,package,0,0,0,0,0,0,0,1
milk,pick-up,1,0,0,1,0,0,0,0
hand,stir,1,0,0,1,0,0,0,0
board:cutting,clean,1,0,0,1,0,0,0,0
water:pour,top,0,0,0,0,0,0,0,1
scale,cupboard,0,0,0,0,0,0,0,1
cereal,plate,0,0,0,0,0,0,0,1
shelf:plate,pot,0,0,0,0,0,0,0,1
fridge,pick-up,1,0,0,1,0,0,0,0
spoon,wipe-off,1,0,0,1,0,0,0,0
egg,pot,0,0,0,0,0,0,0,1
hand,clear,1,0,0,1,0,0,0,0
tortilla,take,1,0,0,1,0,0,0,0
dustbin,egg,0,0,0,0,0,0,0,1
bottle:sauce,sauce:soy,0,0,0,0,0,0,0,1
onion,split,1,0,0,1,0,0,0,0
oil,close,1,0,0,1,0,0,0,0
trash,centre:tomato,0,0,0,0,0,0,0,1
gas,turn,1,0,0,1,0,0,0,0
pitcher,kettle,0,0,0,0,0,0,0,1
plate,breast:chicken,0,0,0,0,0,0,0,1
table,dish:tomato,0,0,0,0,0,0,0,1
knife,wipe-off,1,0,0,1,0,0,0,0
berry,drain,1,0,0,1,0,0,0,0
jar:salt,open,1,0,0,1,0,0,0,0
sauce:soy,close,1,0,0,1,0,0,0,0
fridge,water,0,0,0,0,0,0,0,1
scissors,table,0,0,0,0,0,0,0,1
soap,pick-up,1,0,0,1,0,0,0,0
salami,fridge,0,0,0,0,0,0,0,1
stove,dry,1,0,0,1,0,0,0,0
pot,take,1,0,0,1,0,0,0,0
heat,oven,0,0,0,0,0,0,0,1
paper,grab,1,0,0,1,0,0,0,0
dish,sausage,0,0,0,0,0,0,0,1
pot:coffee,screw-in,1,0,0,1,0,0,0,0
cover,close,1,0,0,1,0,0,0,0
mat,put,1,0,0,1,0,0,0,0
carrot,hummus,0,0,0,0,0,0,0,1
cork,pick-up,1,0,0,1,0,0,0,0
melon,peel,1,0,0,1,0,0,0,1
wrap:plastic,get,1,0,0,1,0,0,0,0
package,open,1,0,0,1,0,0,0,0
side,switch,1,0,0,1,0,0,0,0
piece:lettuce,bowl:glass,0,0,0,0,0,0,0,1
lid,chilli,0,0,0,0,0,0,0,1
tupperware,pan,0,0,0,0,0,0,0,1
food:cooked,get,1,0,0,1,0,0,0,0
pot,lettuce,0,0,0,0,0,0,0,1
mug,store,1,0,0,1,0,0,0,0
table,bag,0,0,0,0,0,0,0,1
trash,floor,0,0,0,0,0,0,0,1
hand,bowl,0,0,0,0,0,0,0,1
plate,meat,0,0,0,0,0,0,0,1
pot:sauce,take,1,0,0,1,0,0,0,0
water,open,1,0,0,1,0,0,0,0
soap:dishwasher,place,1,0,0,1,0,0,0,0
case,spoon,0,0,0,0,0,0,0,1
bottle:oil,cap,0,0,0,0,0,0,0,1
sachet,put,1,0,0,1,0,0,0,0
bucket,put,1,0,0,1,0,0,0,0
dough,bowl,0,0,0,0,0,0,0,1
pasta,take,1,0,0,1,0,0,0,0
napkin,table,0,0,0,0,0,0,0,1
spice,look-for,1,0,0,1,0,0,0,0
stirrer:coffee,wash,1,0,0,1,0,0,0,0
cup:measuring,move,1,0,0,1,0,0,0,0
water,empty,1,0,0,1,0,0,0,0
saucepan,lid,0,0,0,0,0,0,0,1
soup,bowl,0,0,0,0,0,0,0,1
chair,sit-on,1,0,0,1,0,0,0,0
box,blueberry,0,0,0,0,0,0,0,1
